,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Reid Detmers,Los Angeles Angels,Toronto Blue Jays,0,4.2,3,2,2,2,5,1
1,Reynaldo López,Los Angeles Angels,Toronto Blue Jays,0,1.1,1,0,0,0,3,0
2,Aaron Loup,Los Angeles Angels,Toronto Blue Jays,0,0.2,3,2,2,2,0,1
3,Jaime Barria,Los Angeles Angels,Toronto Blue Jays,0,1.1,3,2,2,0,1,1
4,Alek Manoah,Toronto Blue Jays,Los Angeles Angels,1,4.1,4,1,1,3,6,0
5,Génesis Cabrera,Toronto Blue Jays,Los Angeles Angels,1,0.2,0,0,0,0,1,0
6,Jay Jackson,Toronto Blue Jays,Los Angeles Angels,1,0.2,1,0,0,1,1,0
7,Trevor Richards,Toronto Blue Jays,Los Angeles Angels,1,1.1,0,0,0,1,4,0
8,Nate Pearson,Toronto Blue Jays,Los Angeles Angels,1,1.0,0,0,0,0,1,0
9,Yimi García,Toronto Blue Jays,Los Angeles Angels,1,1.0,1,0,0,0,2,0
0,Beau Brieske,Detroit Tigers,Miami Marlins,0,2.0,3,0,0,0,2,0
1,Joey Wentz,Detroit Tigers,Miami Marlins,0,4.2,4,0,0,1,6,0
2,Jason Foley,Detroit Tigers,Miami Marlins,0,1.0,0,0,0,1,1,0
3,Tyler Holton,Detroit Tigers,Miami Marlins,0,0.1,0,0,0,0,1,0
4,Alex Lange,Detroit Tigers,Miami Marlins,0,1.0,0,0,0,0,1,0
5,Johnny Cueto,Miami Marlins,Detroit Tigers,1,6.0,4,4,4,1,5,2
6,Steven Okert,Miami Marlins,Detroit Tigers,1,1.0,2,0,0,0,1,0
7,Jorge López,Miami Marlins,Detroit Tigers,1,1.0,0,0,0,1,0,0
8,JT Chargois,Miami Marlins,Detroit Tigers,1,1.0,2,1,1,0,2,0
0,Aaron Nola,Philadelphia Phillies,Pittsburgh Pirates,0,4.2,9,7,5,3,6,1
1,Yunior Marte,Philadelphia Phillies,Pittsburgh Pirates,0,0.1,1,0,0,0,1,0
2,Matt Strahm,Philadelphia Phillies,Pittsburgh Pirates,0,2.0,0,0,0,0,1,0
3,Dylan Covey,Philadelphia Phillies,Pittsburgh Pirates,0,1.0,1,0,0,0,0,0
4,Quinn Priester,Pittsburgh Pirates,Philadelphia Phillies,1,5.0,5,5,5,6,7,0
5,Ryan Borucki,Pittsburgh Pirates,Philadelphia Phillies,1,0.2,0,0,0,1,1,0
6,Colin Holderman,Pittsburgh Pirates,Philadelphia Phillies,1,1.1,0,0,0,0,2,0
7,Yerry De Los Santos,Pittsburgh Pirates,Philadelphia Phillies,1,0.1,1,1,1,1,0,0
8,David Bednar,Pittsburgh Pirates,Philadelphia Phillies,1,1.2,2,0,0,1,3,0
0,Logan Allen,Cleveland Guardians,Chicago White Sox,0,6.0,8,5,5,3,4,2
1,Eli Morgan,Cleveland Guardians,Chicago White Sox,0,0.2,2,2,2,3,0,0
2,Sam Hentges,Cleveland Guardians,Chicago White Sox,0,1.1,2,0,0,0,0,0
3,Mike Clevinger,Chicago White Sox,Cleveland Guardians,1,5.0,2,0,0,0,3,0
4,Jesse Scholtens,Chicago White Sox,Cleveland Guardians,1,1.0,1,0,0,0,2,0
5,Keynan Middleton,Chicago White Sox,Cleveland Guardians,1,1.0,3,1,1,0,1,0
6,Bryan Shaw,Chicago White Sox,Cleveland Guardians,1,2.0,3,1,1,0,0,0
0,Bailey Ober,Minnesota Twins,Kansas City Royals,0,4.0,11,6,6,0,5,2
1,Jordan Balazovic,Minnesota Twins,Kansas City Royals,0,2.0,2,1,1,1,1,0
2,Jovani Moran,Minnesota Twins,Kansas City Royals,0,0.1,2,2,2,0,1,0
3,Josh Winder,Minnesota Twins,Kansas City Royals,0,1.2,3,1,1,1,0,0
4,Jordan Lyles,Kansas City Royals,Minnesota Twins,1,5.0,4,3,3,2,4,0
5,Jose Cuas,Kansas City Royals,Minnesota Twins,1,0.1,3,2,2,1,0,1
6,Dylan Coleman,Kansas City Royals,Minnesota Twins,1,0.2,0,0,0,0,0,0
7,Carlos Hernández,Kansas City Royals,Minnesota Twins,1,1.0,0,0,0,0,3,0
8,Taylor Clarke,Kansas City Royals,Minnesota Twins,1,1.0,4,2,2,0,1,0
9,Scott Barlow,Kansas City Royals,Minnesota Twins,1,1.0,1,0,0,0,2,0
0,Patrick Corbin,Washington Nationals,New York Mets,0,5.2,6,4,4,0,2,2
1,Jordan Weems,Washington Nationals,New York Mets,0,1.1,0,0,0,0,3,0
2,Mason Thompson,Washington Nationals,New York Mets,0,0.1,1,0,0,1,1,0
3,Kyle Finnegan,Washington Nationals,New York Mets,0,0.2,0,0,0,0,1,0
4,Andrés Machado,Washington Nationals,New York Mets,0,1.0,3,2,2,0,1,2
5,Carlos Carrasco,New York Mets,Washington Nationals,1,2.1,8,8,6,1,2,0
6,Reed Garrett,New York Mets,Washington Nationals,1,2.2,1,0,0,1,3,0
7,Dominic Leone,New York Mets,Washington Nationals,1,1.0,1,0,0,1,0,0
8,Drew Smith,New York Mets,Washington Nationals,1,1.0,0,0,0,0,1,0
9,Trevor Gott,New York Mets,Washington Nationals,1,1.0,0,0,0,1,1,0
10,Grant Hartwig,New York Mets,Washington Nationals,1,1.0,3,3,3,0,2,0
0,Clarke Schmidt,New York Yankees,Baltimore Orioles,0,5.0,5,3,3,1,2,1
1,Ian Hamilton,New York Yankees,Baltimore Orioles,0,2.0,0,0,0,0,3,0
2,Nick Ramirez,New York Yankees,Baltimore Orioles,0,2.0,0,0,0,0,1,0
3,Tyler Wells,Baltimore Orioles,New York Yankees,1,2.2,3,3,3,3,1,2
4,Mike Baumann,Baltimore Orioles,New York Yankees,1,1.1,3,1,1,0,0,0
5,Cole Irvin,Baltimore Orioles,New York Yankees,1,1.1,5,4,4,1,1,1
6,Bryan Baker,Baltimore Orioles,New York Yankees,1,1.2,1,0,0,1,3,0
7,Cionel Pérez,Baltimore Orioles,New York Yankees,1,2.0,0,0,0,0,1,0
0,Taj Bradley,Tampa Bay Rays,Houston Astros,0,3.1,3,5,5,4,4,1
1,Kevin Kelly,Tampa Bay Rays,Houston Astros,0,0.2,1,0,0,0,1,0
2,Calvin Faucher,Tampa Bay Rays,Houston Astros,0,2.0,7,6,6,1,2,1
3,René Pinto,Tampa Bay Rays,Houston Astros,0,1.0,5,5,5,0,0,3
