,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Wade Miley,Milwaukee Brewers,New York Yankees,0,3.2,1,2,1,3,3,0
1,Elvis Peguero,Milwaukee Brewers,New York Yankees,0,1.1,0,0,0,1,2,0
2,Bryse Wilson,Milwaukee Brewers,New York Yankees,0,1.0,0,0,0,0,0,0
3,Joel Payamps,Milwaukee Brewers,New York Yankees,0,1.0,1,0,0,0,1,0
4,Trevor Megill,Milwaukee Brewers,New York Yankees,0,1.0,0,0,0,0,1,0
5,Hoby Milner,Milwaukee Brewers,New York Yankees,0,1.0,2,0,0,0,2,0
6,Michael King,New York Yankees,Milwaukee Brewers,1,5.0,4,2,1,1,9,0
7,Greg Weissert,New York Yankees,Milwaukee Brewers,1,1.0,0,0,0,0,1,0
8,Wandy Peralta,New York Yankees,Milwaukee Brewers,1,1.0,0,0,0,1,1,0
9,Jonathan Loáisiga,New York Yankees,Milwaukee Brewers,1,1.0,5,3,3,0,0,1
10,Matt Krook,New York Yankees,Milwaukee Brewers,1,0.0,2,4,4,2,0,0
11,Ron Marinaccio,New York Yankees,Milwaukee Brewers,1,1.0,0,0,0,2,1,0
0,David Peterson,New York Mets,Minnesota Twins,0,6.0,8,3,3,1,8,0
1,Drew Smith,New York Mets,Minnesota Twins,0,0.2,3,4,4,2,1,0
2,Jeff Brigham,New York Mets,Minnesota Twins,0,1.1,2,1,1,0,3,1
3,Kenta Maeda,Minnesota Twins,New York Mets,1,5.1,5,2,2,1,2,1
4,Kody Funderburk,Minnesota Twins,New York Mets,1,0.2,0,0,0,1,1,0
5,Caleb Thielbar,Minnesota Twins,New York Mets,1,1.0,0,0,0,0,2,0
6,Louie Varland,Minnesota Twins,New York Mets,1,1.0,2,2,2,0,2,2
7,Dylan Floro,Minnesota Twins,New York Mets,1,1.0,0,0,0,0,2,0
0,Merrill Kelly,Arizona Diamondbacks,Chicago Cubs,0,5.2,4,1,1,5,6,0
1,Ryan Thompson,Arizona Diamondbacks,Chicago Cubs,0,1.1,0,0,0,0,0,0
2,Andrew Saalfrank,Arizona Diamondbacks,Chicago Cubs,0,1.0,1,0,0,0,0,0
3,Kevin Ginkel,Arizona Diamondbacks,Chicago Cubs,0,1.0,2,0,0,0,1,0
4,Paul Sewald,Arizona Diamondbacks,Chicago Cubs,0,1.0,1,1,0,0,0,0
5,Justin Steele,Chicago Cubs,Arizona Diamondbacks,1,7.0,6,1,1,0,6,0
6,Julian Merryweather,Chicago Cubs,Arizona Diamondbacks,1,1.0,0,0,0,1,2,0
7,Adbert Alzolay,Chicago Cubs,Arizona Diamondbacks,1,1.0,1,0,0,2,0,0
8,Daniel Palencia,Chicago Cubs,Arizona Diamondbacks,1,1.0,1,2,1,0,1,0
0,James McArthur,Kansas City Royals,Toronto Blue Jays,0,2.0,0,0,0,0,1,0
1,Zack Greinke,Kansas City Royals,Toronto Blue Jays,0,3.2,6,4,4,1,4,1
2,Angel Zerpa,Kansas City Royals,Toronto Blue Jays,0,1.0,2,1,1,0,0,1
3,Steven Cruz,Kansas City Royals,Toronto Blue Jays,0,1.1,0,0,0,0,0,0
4,Kevin Gausman,Toronto Blue Jays,Kansas City Royals,1,8.0,2,1,1,1,10,1
5,Jordan Hicks,Toronto Blue Jays,Kansas City Royals,1,1.0,0,0,0,0,0,0
0,Trent Thornton,Seattle Mariners,Tampa Bay Rays,0,2.0,1,1,0,1,3,0
1,Luke Weaver,Seattle Mariners,Tampa Bay Rays,0,4.1,4,4,4,2,2,0
2,Gabe Speier,Seattle Mariners,Tampa Bay Rays,0,0.2,1,0,0,1,0,0
3,Justin Topa,Seattle Mariners,Tampa Bay Rays,0,1.0,0,0,0,0,2,0
4,Tayler Saucedo,Seattle Mariners,Tampa Bay Rays,0,0.2,1,2,2,1,0,1
5,Aaron Civale,Tampa Bay Rays,Seattle Mariners,1,5.0,4,4,4,3,3,1
6,Jake Diekman,Tampa Bay Rays,Seattle Mariners,1,1.0,0,0,0,0,2,0
7,Kevin Kelly,Tampa Bay Rays,Seattle Mariners,1,1.2,2,1,0,0,0,0
8,Robert Stephenson,Tampa Bay Rays,Seattle Mariners,1,0.1,0,0,0,0,1,0
9,Colin Poche,Tampa Bay Rays,Seattle Mariners,1,1.0,0,0,0,0,1,0
0,Bobby Miller,Los Angeles Dodgers,Washington Nationals,0,7.0,6,5,5,2,8,1
1,Shelby Miller,Los Angeles Dodgers,Washington Nationals,0,1.0,0,0,0,0,1,0
