,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Zack Littell,Tampa Bay Rays,Baltimore Orioles,0,4.2,4,1,1,0,3,0
1,Colin Poche,Tampa Bay Rays,Baltimore Orioles,0,1.1,0,0,0,0,3,0
2,Robert Stephenson,Tampa Bay Rays,Baltimore Orioles,0,1.0,1,0,0,0,1,0
3,Pete Fairbanks,Tampa Bay Rays,Baltimore Orioles,0,2.0,3,2,2,0,4,1
4,Shawn Armstrong,Tampa Bay Rays,Baltimore Orioles,0,1.0,1,1,0,0,1,0
5,Jake Diekman,Tampa Bay Rays,Baltimore Orioles,0,0.2,0,1,0,0,0,0
6,Dean Kremer,Baltimore Orioles,Tampa Bay Rays,1,5.0,2,1,1,2,5,1
7,Danny Coulombe,Baltimore Orioles,Tampa Bay Rays,1,1.1,0,0,0,0,0,0
8,Jorge López,Baltimore Orioles,Tampa Bay Rays,1,1.1,2,2,2,0,1,2
9,Cionel Pérez,Baltimore Orioles,Tampa Bay Rays,1,0.1,0,0,0,0,0,0
10,Shintaro Fujinami,Baltimore Orioles,Tampa Bay Rays,1,0.2,1,0,0,1,1,0
11,Yennier Cano,Baltimore Orioles,Tampa Bay Rays,1,1.1,0,1,0,0,0,0
12,DL Hall,Baltimore Orioles,Tampa Bay Rays,1,1.0,0,0,0,0,0,0
0,Carlos Rodón,New York Yankees,Pittsburgh Pirates,0,6.2,6,3,3,0,10,1
1,Randy Vásquez,New York Yankees,Pittsburgh Pirates,0,1.1,2,0,0,0,0,0
2,Colin Selby,Pittsburgh Pirates,New York Yankees,1,2.0,0,0,0,1,0,0
3,Andre Jackson,Pittsburgh Pirates,New York Yankees,1,4.1,3,2,2,2,3,1
4,Ryan Borucki,Pittsburgh Pirates,New York Yankees,1,0.2,0,0,0,0,1,0
5,Carmen Mlodzinski,Pittsburgh Pirates,New York Yankees,1,1.0,0,0,0,0,1,0
6,David Bednar,Pittsburgh Pirates,New York Yankees,1,1.0,1,0,0,0,3,0
0,Nick Pivetta,Boston Red Sox,Toronto Blue Jays,0,6.1,4,2,2,0,6,1
1,Chris Murphy,Boston Red Sox,Toronto Blue Jays,0,0.2,0,0,0,0,1,0
2,Nick Robertson,Boston Red Sox,Toronto Blue Jays,0,1.0,1,0,0,0,1,0
